"id","highTeam.x","season.x","lowTeam.x","pred","lowTeamSeed","highTeamSeed","lowSeed","highSeed","lowTeamWins","lowTeamLosses","highTeamWins","highTeamLosses","lowTeamWinRate","highTeamWinRate","season.y","daynum","wteam","wscore","lteam","lscore","numot","lowTeamWon","lowTeam.y","highTeam.y","lhWinDiff","pred.algo","pred.lhWinDiff","pred.seeds"
"P_549_825","825","P","549",0.582558427411369,"X06","Z11b","06","11",25,8,23,11,0.757575757575758,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0811051693404634,0.599128540305011,0.581105169340463,0.65
"P_549_827","827","P","549",0.526660731741377,"X06","Z05","06","05",25,8,23,10,0.757575757575758,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0606060606060606,0.576036866359447,0.560606060606061,0.47
"P_549_829","829","P","549",0.578023312983104,"X06","W09","06","09",25,8,21,11,0.757575757575758,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.101325757575758,0.620767494356659,0.601325757575758,0.59
"P_549_840","840","P","549",0.541660731741377,"X06","W07","06","07",25,8,23,10,0.757575757575758,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0606060606060606,0.576036866359447,0.560606060606061,0.53
"P_549_843","843","P","549",0.553649593824789,"X06","W05","06","05",25,8,20,11,0.757575757575758,0.645161290322581,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.112414467253177,0.632183908045977,0.612414467253177,0.47
"P_549_849","849","P","549",0.494118401759531,"X06","Y04","06","04",25,8,23,8,0.757575757575758,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0156402737047898,0.520833333333333,0.51564027370479,0.44
"P_549_850","850","P","549",0.62555944055944,"X06","Y14","06","14",25,8,21,12,0.757575757575758,0.636363636363636,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.121212121212121,0.641025641025641,0.621212121212121,0.74
"P_549_853","853","P","549",0.49005536156147,"X06","W06","06","06",25,8,24,7,0.757575757575758,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0166177908113392,0.476839237057221,0.483382209188661,0.5
"P_551_559","559","P","551",0.385321898496241,"W12a","X03","12","03",21,11,26,9,0.65625,0.742857142857143,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0866071428571429,0.397894736842105,0.413392857142857,0.23
"P_551_577","577","P","551",0.286698902387042,"W12a","X01","12","01",21,11,30,4,0.65625,0.882352941176471,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.226102941176471,0.202898550724638,0.273897058823529,0.17
"P_551_592","592","P","551",0.351965782245084,"W12a","Y02","12","02",21,11,26,7,0.65625,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.131628787878788,0.339491916859123,0.368371212121212,0.2
"P_551_595","595","P","551",0.473755280337942,"W12a","Z10","12","10",21,11,21,10,0.65625,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0211693548387096,0.476190476190476,0.47883064516129,0.44
"P_551_602","602","P","551",0.382393810679612,"W12a","W08","12","08",21,11,26,6,0.65625,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.15625,0.305825242718447,0.34375,0.38
"P_551_603","603","P","551",0.443755280337942,"W12a","Z06","12","06",21,11,21,10,0.65625,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0211693548387096,0.476190476190476,0.47883064516129,0.32
"P_551_604","604","P","551",0.485,"W12a","W10","12","10",21,11,21,11,0.65625,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0,0.5,0.5,0.44
"P_551_607","607","P","551",0.458775452488688,"W12a","Y11","12","11",21,11,23,9,0.65625,0.71875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0625,0.427601809954751,0.4375,0.47
"P_551_610","610","P","551",0.483341099341047,"W12a","X16","12","16",21,11,23,8,0.65625,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0856854838709677,0.399049881235154,0.414314516129032,0.62
"P_551_623","623","P","551",0.509722510373444,"W12a","Z09","12","09",21,11,19,13,0.65625,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0625,0.566390041493776,0.5625,0.41
"P_551_626","626","P","551",0.547222510373444,"W12a","W14","12","14",21,11,19,13,0.65625,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0625,0.566390041493776,0.5625,0.56
"P_551_636","636","P","551",0.247918128545835,"W12a","Z01","12","01",21,11,32,2,0.65625,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.284926470588235,0.106598984771574,0.215073529411765,0.17
"P_551_637","637","P","551",0.436255280337942,"W12a","Y05","12","05",21,11,21,10,0.65625,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0211693548387096,0.476190476190476,0.47883064516129,0.29
"P_551_640","640","P","551",0.384476687016896,"W12a","W04","12","04",21,11,25,8,0.65625,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.101325757575758,0.379232505643341,0.398674242424242,0.26
"P_551_648","648","P","551",0.415923507462687,"W12a","W15","12","15",21,11,27,5,0.65625,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.1875,0.261194029850746,0.3125,0.59
"P_551_651","651","P","551",0.397070867139959,"W12a","Z04","12","04",21,11,25,9,0.65625,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0790441176470589,0.407327586206897,0.420955882352941,0.26
"P_551_660","660","P","551",0.527499785420005,"W12a","W11","12","11",21,11,20,14,0.65625,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0680147058823529,0.571984435797665,0.568014705882353,0.47
"P_551_666","666","P","551",0.457070867139959,"W12a","X12","12","12",21,11,25,9,0.65625,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0790441176470589,0.407327586206897,0.420955882352941,0.5
"P_551_670","670","P","551",0.502222510373444,"W12a","X08","12","08",21,11,19,13,0.65625,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0625,0.566390041493776,0.5625,0.38
"P_551_671","671","P","551",0.532827743902439,"W12a","Y10","12","10",21,11,18,14,0.65625,0.5625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.09375,0.597560975609756,0.59375,0.44
"P_551_676","676","P","551",0.475837942477876,"W12a","X11","12","11",21,11,22,10,0.65625,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.03125,0.464601769911504,0.46875,0.47
"P_551_682","682","P","551",0.478771915462914,"W12a","Z13","12","13",21,11,22,9,0.65625,0.709677419354839,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0534274193548387,0.438515081206496,0.446572580645161,0.53
"P_551_688","688","P","551",0.523067725907333,"W12a","X15","12","15",21,11,19,10,0.65625,0.655172413793103,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.00107758620689657,0.501193317422434,0.501077586206897,0.59
"P_551_708","708","P","551",0.351965782245084,"W12a","W02","12","02",21,11,26,7,0.65625,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.131628787878788,0.339491916859123,0.368371212121212,0.2
"P_551_717","717","P","551",0.337393810679612,"W12a","Z02","12","02",21,11,26,6,0.65625,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.15625,0.305825242718447,0.34375,0.2
"P_551_718","718","P","551",0.469048953943408,"W12a","X13","12","13",21,11,24,9,0.65625,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0710227272727273,0.417218543046358,0.428977272727273,0.53
"P_551_720","720","P","551",0.247918128545835,"W12a","W01","12","01",21,11,32,2,0.65625,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.284926470588235,0.106598984771574,0.215073529411765,0.17
"P_551_723","723","P","551",0.386485130560928,"W12a","Y09","12","09",21,11,27,6,0.65625,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.161931818181818,0.297872340425532,0.338068181818182,0.41
"P_551_729","729","P","551",0.526246366497982,"W12a","X10","12","10",21,11,19,14,0.65625,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0804924242424242,0.584493041749503,0.580492424242424,0.44
"P_551_731","731","P","551",0.310923507462687,"W12a","Y01","12","01",21,11,27,5,0.65625,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.1875,0.261194029850746,0.3125,0.17
"P_551_736","736","P","551",0.427331730769231,"W12a","W13","12","13",21,11,24,6,0.65625,0.8,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.14375,0.323076923076923,0.35625,0.53
"P_551_738","738","P","551",0.363335308056872,"W12a","Z03","12","03",21,11,25,7,0.65625,0.78125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.125,0.348341232227488,0.375,0.23
"P_551_743","743","P","551",0.423303358505564,"W12a","Z12","12","12",21,11,27,7,0.65625,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.137867647058823,0.331081081081081,0.362132352941177,0.5
"P_551_754","754","P","551",0.257913306451613,"W12a","X02","12","02",21,11,30,2,0.65625,0.9375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.28125,0.112903225806452,0.21875,0.2
"P_551_757","757","P","551",0.575635919860226,"W12a","Y15","12","15",21,11,16,13,0.65625,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.104525862068966,0.608017817371938,0.604525862068966,0.59
"P_551_778","778","P","551",0.455,"W12a","Y06","12","06",21,11,21,11,0.65625,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0,0.5,0.5,0.32
"P_551_782","782","P","551",0.540985482359088,"W12a","Z14","12","14",21,11,20,13,0.65625,0.606060606060606,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0501893939393939,0.553752535496958,0.550189393939394,0.56
"P_551_786","786","P","551",0.359465782245084,"W12a","W03","12","03",21,11,26,7,0.65625,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.131628787878788,0.339491916859123,0.368371212121212,0.23
"P_551_789","789","P","551",0.393335308056872,"W12a","X07","12","07",21,11,25,7,0.65625,0.78125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.125,0.348341232227488,0.375,0.35
"P_551_790","790","P","551",0.518746366497982,"W12a","X09","12","09",21,11,19,14,0.65625,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0804924242424242,0.584493041749503,0.580492424242424,0.41
"P_551_793","793","P","551",0.363303358505564,"W12a","X04","12","04",21,11,27,7,0.65625,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.137867647058823,0.331081081081081,0.362132352941177,0.26
"P_551_794","794","P","551",0.415841099341047,"W12a","Z07","12","07",21,11,23,8,0.65625,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0856854838709677,0.399049881235154,0.414314516129032,0.35
"P_551_805","805","P","551",0.583168191056911,"W12a","W12b","12","12",21,11,22,8,0.65625,0.733333333333333,"P",134,551,70,805,52,0,1,551,805,-0.0770833333333333,0.409756097560976,0.422916666666667,0.5
"P_551_810","810","P","551",0.445837942477876,"W12a","Y07","12","07",21,11,22,10,0.65625,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.03125,0.464601769911504,0.46875,0.35
"P_551_814","814","P","551",0.583135919860226,"W12a","Y16b","12","16",21,11,16,13,0.65625,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.104525862068966,0.608017817371938,0.604525862068966,0.62
"P_551_817","817","P","551",0.418784722222222,"W12a","Z08","12","08",21,11,24,8,0.65625,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.09375,0.388888888888889,0.40625,0.38
"P_551_818","818","P","551",0.533746366497982,"W12a","Z11a","12","11",21,11,19,14,0.65625,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0804924242424242,0.584493041749503,0.580492424242424,0.47
"P_551_820","820","P","551",0.583135919860226,"W12a","W16b","12","16",21,11,16,13,0.65625,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.104525862068966,0.608017817371938,0.604525862068966,0.62
"P_551_822","822","P","551",0.353730366492147,"W12a","Y12","12","12",21,11,29,3,0.65625,0.90625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.25,0.164921465968586,0.25,0.5
"P_551_825","825","P","551",0.481763034759358,"W12a","Z11b","12","11",21,11,23,11,0.65625,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0202205882352942,0.477272727272727,0.479779411764706,0.47
"P_551_827","827","P","551",0.425711004483278,"W12a","Z05","12","05",21,11,23,10,0.65625,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.040719696969697,0.453563714902808,0.459280303030303,0.29
"P_551_829","829","P","551",0.4775,"W12a","W09","12","09",21,11,21,11,0.65625,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0,0.5,0.5,0.41
"P_551_840","840","P","551",0.440711004483278,"W12a","W07","12","07",21,11,23,10,0.65625,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.040719696969697,0.453563714902808,0.459280303030303,0.35
"P_551_843","843","P","551",0.32832095790716,"W12a","W05","12","05",21,11,20,11,0.65625,0.645161290322581,"P",136,843,84,551,76,0,0,551,843,0.0110887096774194,0.51219512195122,0.511088709677419,0.29
"P_551_849","849","P","551",0.393341099341047,"W12a","Y04","12","04",21,11,23,8,0.65625,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0856854838709677,0.399049881235154,0.414314516129032,0.26
"P_551_850","850","P","551",0.525406373517787,"W12a","Y14","12","14",21,11,21,12,0.65625,0.636363636363636,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0198863636363636,0.521739130434783,0.519886363636364,0.56
"P_551_853","853","P","551",0.389930171297386,"W12a","W06","12","06",21,11,24,7,0.65625,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.117943548387097,0.357664233576642,0.382056451612903,0.32
"P_559_577","577","P","559",0.394644766997708,"X03","X01","03","01",26,9,30,4,0.742857142857143,0.882352941176471,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.139495798319328,0.27807486631016,0.360504201680672,0.44
"P_559_592","592","P","559",0.465619588744589,"X03","Y02","03","02",26,9,26,7,0.742857142857143,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.045021645021645,0.4375,0.454978354978355,0.47
"P_559_595","595","P","559",0.588625593997927,"X03","Z10","03","10",26,9,21,10,0.742857142857143,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0654377880184333,0.579064587973274,0.565437788018433,0.71
"P_559_602","602","P","559",0.495089285714286,"X03","W08","03","08",26,9,26,6,0.742857142857143,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0696428571428571,0.4,0.430357142857143,0.65
"P_559_603","603","P","559",0.558625593997927,"X03","Z06","03","06",26,9,21,10,0.742857142857143,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0654377880184333,0.579064587973274,0.565437788018433,0.59
"P_559_604","604","P","559",0.599678101503759,"X03","W10","03","10",26,9,21,11,0.742857142857143,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0866071428571429,0.602105263157895,0.586607142857143,0.71
"P_559_607","607","P","559",0.573679846938776,"X03","Y11","03","11",26,9,23,9,0.742857142857143,0.71875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0241071428571429,0.530612244897959,0.524107142857143,0.74
"P_559_610","610","P","559",0.598031619565821,"X03","X16","03","16",26,9,23,8,0.742857142857143,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.000921658986175133,0.501204819277108,0.500921658986175,0.89
"P_559_623","623","P","559",0.623288573533539,"X03","Z09","03","09",26,9,19,13,0.742857142857143,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.149107142857143,0.664047151277014,0.649107142857143,0.68
"P_559_626","626","P","559",0.660788573533539,"X03","W14","03","14",26,9,19,13,0.742857142857143,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.149107142857143,0.664047151277014,0.649107142857143,0.83
"P_559_636","636","P","559",0.348655462184874,"X03","Z01","03","01",26,9,32,2,0.742857142857143,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.198319327731092,0.152941176470588,0.301680672268908,0.44
"P_559_637","637","P","559",0.551125593997927,"X03","Y05","03","05",26,9,21,10,0.742857142857143,0.67741935483871,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0654377880184333,0.579064587973274,0.565437788018433,0.56
"P_559_640","640","P","559",0.623912725073233,"X03","W04","03","04",26,9,25,8,0.742857142857143,0.757575757575758,"P",152,559,56,640,55,0,1,559,640,-0.0147186147186147,0.480369515011547,0.485281385281385,0.53
"P_559_648","648","P","559",0.526908153006511,"X03","W15","03","15",26,9,27,5,0.742857142857143,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.100892857142857,0.348525469168901,0.399107142857143,0.86
"P_559_651","651","P","559",0.511841736694678,"X03","Z04","03","04",26,9,25,9,0.742857142857143,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.00756302521008401,0.509803921568627,0.507563025210084,0.53
"P_559_660","660","P","559",0.64093487394958,"X03","W11","03","11",26,9,20,14,0.742857142857143,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.154621848739496,0.669117647058823,0.654621848739496,0.74
"P_559_666","666","P","559",0.571841736694678,"X03","X12","03","12",26,9,25,9,0.742857142857143,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.00756302521008401,0.509803921568627,0.507563025210084,0.77
"P_559_670","670","P","559",0.615788573533539,"X03","X08","03","08",26,9,19,13,0.742857142857143,0.59375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.149107142857143,0.664047151277014,0.649107142857143,0.65
"P_559_671","671","P","559",0.645593087995655,"X03","Y10","03","10",26,9,18,14,0.742857142857143,0.5625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.180357142857143,0.692015209125475,0.680357142857143,0.71
"P_559_676","676","P","559",0.590760683094198,"X03","X11","03","11",26,9,22,10,0.742857142857143,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0553571428571429,0.567685589519651,0.555357142857143,0.74
"P_559_682","682","P","559",0.593711597542243,"X03","Z13","03","13",26,9,22,9,0.742857142857143,0.709677419354839,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0331797235023041,0.541666666666667,0.533179723502304,0.8
"P_559_688","688","P","559",0.637733247231207,"X03","X15","03","15",26,9,19,10,0.742857142857143,0.655172413793103,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0876847290640395,0.603248259860789,0.587684729064039,0.86
"P_559_708","708","P","559",0.465619588744589,"X03","W02","03","02",26,9,26,7,0.742857142857143,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.045021645021645,0.4375,0.454978354978355,0.47
"P_559_717","717","P","559",0.450089285714286,"X03","Z02","03","02",26,9,26,6,0.742857142857143,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0696428571428571,0.4,0.430357142857143,0.47
"P_559_718","718","P","559",0.583896103896104,"X03","X13","03","13",26,9,24,9,0.742857142857143,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0155844155844156,0.52,0.515584415584416,0.8
"P_559_720","720","P","559",0.348655462184874,"X03","W01","03","01",26,9,32,2,0.742857142857143,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.198319327731092,0.152941176470588,0.301680672268908,0.44
"P_559_723","723","P","559",0.498913192071087,"X03","Y09","03","09",26,9,27,6,0.742857142857143,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0753246753246753,0.390977443609022,0.424675324675325,0.68
"P_559_729","729","P","559",0.639368349718817,"X03","X10","03","10",26,9,19,14,0.742857142857143,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.167099567099567,0.680373831775701,0.667099567099567,0.71
"P_559_731","731","P","559",0.421908153006511,"X03","Y01","03","01",26,9,27,5,0.742857142857143,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.100892857142857,0.348525469168901,0.399107142857143,0.44
"P_559_736","736","P","559",0.540552995391705,"X03","W13","03","13",26,9,24,6,0.742857142857143,0.8,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0571428571428572,0.419354838709677,0.442857142857143,0.8
"P_559_738","738","P","559",0.477195397507898,"X03","Z03","03","03",26,9,25,7,0.742857142857143,0.78125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0383928571428571,0.447174447174447,0.461607142857143,0.5
"P_559_743","743","P","559",0.536743697478992,"X03","Z12","03","12",26,9,27,7,0.742857142857143,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0512605042016806,0.428235294117647,0.448739495798319,0.77
"P_559_754","754","P","559",0.484211956521739,"X03","X02","03","02",26,9,30,2,0.742857142857143,0.9375,"P",143,559,74,754,67,0,1,559,754,-0.194642857142857,0.161490683229814,0.305357142857143,0.47
"P_559_757","757","P","559",0.688094454551029,"X03","Y15","03","15",26,9,16,13,0.742857142857143,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191133004926108,0.701244813278008,0.691133004926108,0.86
"P_559_778","778","P","559",0.569678101503759,"X03","Y06","03","06",26,9,21,11,0.742857142857143,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0866071428571429,0.602105263157895,0.586607142857143,0.59
"P_559_782","782","P","559",0.654826547326547,"X03","Z14","03","14",26,9,20,13,0.742857142857143,0.606060606060606,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.136796536796537,0.652509652509653,0.636796536796537,0.83
"P_559_786","786","P","559",0.473119588744589,"X03","W03","03","03",26,9,26,7,0.742857142857143,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.045021645021645,0.4375,0.454978354978355,0.5
"P_559_789","789","P","559",0.507195397507898,"X03","X07","03","07",26,9,25,7,0.742857142857143,0.78125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0383928571428571,0.447174447174447,0.461607142857143,0.62
"P_559_790","790","P","559",0.631868349718817,"X03","X09","03","09",26,9,19,14,0.742857142857143,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.167099567099567,0.680373831775701,0.667099567099567,0.68
"P_559_793","793","P","559",0.476743697478992,"X03","X04","03","04",26,9,27,7,0.742857142857143,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0512605042016806,0.428235294117647,0.448739495798319,0.53
"P_559_794","794","P","559",0.530531619565821,"X03","Z07","03","07",26,9,23,8,0.742857142857143,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.000921658986175133,0.501204819277108,0.500921658986175,0.62
"P_559_805","805","P","559",0.572959770114942,"X03","W12b","03","12",26,9,22,8,0.742857142857143,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0095238095238096,0.512315270935961,0.50952380952381,0.77
"P_559_810","810","P","559",0.560760683094198,"X03","Y07","03","07",26,9,22,10,0.742857142857143,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0553571428571429,0.567685589519651,0.555357142857143,0.62
"P_559_814","814","P","559",0.695594454551029,"X03","Y16b","03","16",26,9,16,13,0.742857142857143,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191133004926108,0.701244813278008,0.691133004926108,0.89
"P_559_817","817","P","559",0.533355795148248,"X03","Z08","03","08",26,9,24,8,0.742857142857143,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.00714285714285712,0.490566037735849,0.492857142857143,0.65
"P_559_818","818","P","559",0.646868349718817,"X03","Z11a","03","11",26,9,19,14,0.742857142857143,0.575757575757576,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.167099567099567,0.680373831775701,0.667099567099567,0.74
"P_559_820","820","P","559",0.695594454551029,"X03","W16b","03","16",26,9,16,13,0.742857142857143,0.551724137931034,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191133004926108,0.701244813278008,0.691133004926108,0.89
"P_559_822","822","P","559",0.459173909608091,"X03","Y12","03","12",26,9,29,3,0.742857142857143,0.90625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.163392857142857,0.230088495575221,0.336607142857143,0.77
"P_559_825","825","P","559",0.596627064618951,"X03","Z11b","03","11",26,9,23,11,0.742857142857143,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0663865546218487,0.580121703853955,0.566386554621849,0.74
"P_559_827","827","P","559",0.540658156975073,"X03","Z05","03","05",26,9,23,10,0.742857142857143,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0458874458874459,0.556745182012848,0.545887445887446,0.56
"P_559_829","829","P","559",0.592178101503759,"X03","W09","03","09",26,9,21,11,0.742857142857143,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0866071428571429,0.602105263157895,0.586607142857143,0.68
"P_559_840","840","P","559",0.555658156975073,"X03","W07","03","07",26,9,23,10,0.742857142857143,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0458874458874459,0.556745182012848,0.545887445887446,0.62
"P_559_843","843","P","559",0.56785743952849,"X03","W05","03","05",26,9,20,11,0.742857142857143,0.645161290322581,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0976958525345623,0.613733905579399,0.597695852534562,0.56
"P_559_849","849","P","559",0.508031619565821,"X03","Y04","03","04",26,9,23,8,0.742857142857143,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.000921658986175133,0.501204819277108,0.500921658986175,0.53
"P_559_850","850","P","559",0.639811999377868,"X03","Y14","03","14",26,9,21,12,0.742857142857143,0.636363636363636,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.106493506493507,0.622754491017964,0.606493506493507,0.83
"P_559_853","853","P","559",0.503987506657713,"X03","W06","03","06",26,9,24,7,0.742857142857143,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0313364055299539,0.457286432160804,0.468663594470046,0.59
"P_577_592","592","P","577",0.57331599055372,"X01","Y02","01","02",30,4,26,7,0.882352941176471,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0944741532976827,0.668789808917198,0.594474153297683,0.53
